favorite_count,source,text,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str
3612,Twitter Web Client,"Thanks to the Children's Health Insurance Program, eight million kids like Kayla are covered. Watch the new ad:
https://t.co/nxVpETmcxy",,False,Mon Jun 27 23:31:39 +0000 2016,1333,747573134786650112
4892,TweetDeck,"""Donald Trump and Mike Pence: We are not going back to the dark days when women died in back alleys."" —@BarbaraBoxer https://t.co/e6Gsjv8aan",,False,Wed Jul 27 01:08:12 +0000 2016,1572,758106679590420480
1512,TweetDeck,A small change made by Hillary during her tenure as secretary of state had a big impact for transgender Americans. https://t.co/tO0N1QjJ2f,,False,Thu Mar 24 17:57:33 +0000 2016,822,713062210860285956
1189,Twitter Web Client,"Step 1: Get your free bumper sticker at http://t.co/qfjNmvWfeV.
Step 2: Stick it to something. http://t.co/KdYTHxLrU6",,False,Sun Apr 26 15:59:43 +0000 2015,633,592357398196649985
2112,TweetDeck,"And, unlike @realDonaldTrump, we're gonna make it easier for people who *aren't* celebrities to get apprenticeships. https://t.co/SdCUIITwuY",HillaryClinton,False,Wed Aug 10 21:38:23 +0000 2016,818,763489695439450112
3523,TweetDeck,Hillary just became the first woman ever to win the #IowaCaucus. https://t.co/gqtX8PZfhP,,False,Tue Feb 02 22:10:08 +0000 2016,1523,694643994844909569
8926,TweetDeck,Just when you thought it couldn't get worse. Horrific and telling. -H  https://t.co/Qi8TutsOw9,,False,Wed Mar 30 19:00:33 +0000 2016,7699,715252393248620544
484,Twitter Web Client,Start your week off right—sign up to join #Hillary2016: http://t.co/ub14c8KzcR http://t.co/X7rvDtzaji,,False,Mon Apr 27 16:48:23 +0000 2015,235,592732033002115072
2777,Twitter Web Client,There are two candidates on stage at the #DemDebate. Only one is ready to be commander in chief.,,False,Fri Feb 12 03:23:16 +0000 2016,1163,697984288374050816
1870,Twitter Web Client,"Malala today at the UN: “Nothing changed in my life except this-weakness, fear and hopelessness died.” Extraordinary young woman. #MalalaDay",,False,Fri Jul 12 21:32:52 +0000 2013,3957,355801960554840065
1009,TweetDeck,Thrilled @POTUS is making sure women—especially women of color—aren't shortchanged at work. https://t.co/v5ACtLEA21 #EqualPayCantWait -H,,False,Fri Jan 29 17:34:06 +0000 2016,539,693124974433996801
3305,TweetDeck,“Folks marched &amp; protested for our right to vote. They endured beatings and jail time. They sacrificed their lives for this right.” —@FLOTUS,HillaryClinton,False,Thu Oct 27 19:18:42 +0000 2016,1280,791720798226640896
2188,TweetDeck,"Let's commit to an AIDS-free generation: invest in research, fight discrimination, and expand access to lifesaving drugs. #WorldAIDSDay -H",,False,Tue Dec 01 13:09:08 +0000 2015,1351,671677410438418432
961,TweetDeck,"Si tuviera que aprender un idioma, Hillary dijo que sería el idioma de Gabriel García Márquez. #DemForum",,False,Sat Nov 07 03:00:00 +0000 2015,716,662826808245485569
1955,TweetDeck,Watch now: Hillary on why America—and the world—can't afford Trump as Commander-in-Chief → https://t.co/U4YoA58DhR https://t.co/icQmlfrRgz,,False,Thu Jun 02 19:02:38 +0000 2016,940,738445736984125440
1015,Twitter Web Client,Some of Hillary's favorite family-owned businesses on the campaign trail: https://t.co/llCLzTsYAJ https://t.co/QccMhezOd6,,False,Sat Nov 28 22:49:29 +0000 2015,379,670736295308763140
1350,Twitter Web Client,"An expectant mother in Iowa asked: What are your plans for parental and maternity leave?
https://t.co/dw0HcbNKg8",,False,Fri Jan 08 14:03:32 +0000 2016,620,685461837937160192
2791,TweetDeck,"""Donald Trump’s closing argument is, ‘What do you have to lose?’

The answer is everything.” —@POTUS https://t.co/tTgeqxNqYm",HillaryClinton,False,Fri Oct 14 15:50:54 +0000 2016,1016,786957460540157952
10188,Twitter Web Client,".@realdonaldtrump's bigoted comments about a Latino judge are so disgusting, even other Republicans are offended.
https://t.co/3CEBq2jsDh",,False,Mon Jun 06 12:04:25 +0000 2016,6500,739790041497501696
2929,Twitter Web Client,Trump's attacks on women's health are just as bad as the rest of the GOP candidates'. https://t.co/fpYTypTym9 https://t.co/4TxbhvME8a,,False,Fri Apr 01 23:01:40 +0000 2016,1631,716037846575001600
2943,TweetDeck,"""We don’t want to shrink the vision of this country. We want to keep expanding it.” —Hillary",HillaryClinton,False,Tue Nov 08 02:20:51 +0000 2016,1129,795813304459468800
1365,TweetDeck,"""We have never before had a more qualified or prepared candidate for president than Hillary Clinton.” —@FLOTUS",HillaryClinton,False,Thu Oct 27 18:58:21 +0000 2016,548,791715677673512965
810,Twitter Web Client,"This campaign is about building the kind of future we want the next generations to come into.
https://t.co/zOkDSS3dj0",,False,Mon Feb 08 20:17:11 +0000 2016,500,696789897579892736
13589,Media Studio,"Even if Trump's bullying, bigotry, and misogyny weren't disqualifying, his policies would be. https://t.co/9WyNBzycQc",,False,Wed Oct 19 11:51:48 +0000 2016,6584,788709227632001025
973,Twitter for iPhone,"Purging 34,000+ voters from Kansas elections is no administrative rule—it's a targeted attack on voting rights. http://t.co/gz5VZPjMrB",,False,Tue Aug 25 00:58:36 +0000 2015,773,635979556072112128
1489,Twitter Web Client,"Simply caring is not enough. To drive real progress, you have to change both hearts and laws. https://t.co/oZIm2is1lX",HillaryClinton,False,Mon Sep 19 16:49:18 +0000 2016,794,777912462335172609
24901,Twitter Web Client,"When Ruline was born in 1913, women couldn't vote.

In 2016, she'll cast her vote to elect the 1st woman president. https://t.co/QSCZI7JbrV",,False,Fri Sep 02 20:05:36 +0000 2016,9428,771801270113935360
556,TweetDeck,A moment of reflection on the campaign trail: Hillary and Reverend Hunt talk about faith at a South Carolina bakery. http://t.co/jY2u2lOjWL,,False,Thu May 28 19:46:44 +0000 2015,227,604010940808445952
2603,TweetDeck,Climate change is real. We can’t afford a president who'd deny it instead of taking action. #DemDebate,,False,Mon Jan 18 03:16:23 +0000 2016,1120,688922859327098880
1491,Twitter Web Client,"Congratulations California on winning #PaidSickDays, which will help 6.5 million workers. #WeAllGetSick http://t.co/7P4SPKdGpi",,False,Mon Sep 15 12:20:54 +0000 2014,875,511489834440228864
1609,TweetDeck,"America needs a president who can both keep our families safe and make the economy work for everyone, not just those at the top. #DemDebate",,False,Sun Dec 20 01:33:58 +0000 2015,822,678387835209125888
2449,TweetDeck,"Donald Trump’s tax plan would give $3.2 trillion to millionaires &amp; billionaires.
Ted Cruz would give them even more.

We can't afford that.",,False,Tue May 03 19:32:52 +0000 2016,1116,727581710376931328
2118,Twitter Web Client,".@BillClinton's closing argument for Hillary: ""We need a changemaker, not a change talker.""
https://t.co/EJSXly9Rv7",,False,Sat Feb 27 14:48:27 +0000 2016,1139,703592536221220864
945,Twitter Web Client,"Oficial: @realDonaldTrump acaba de escoger a Mike Pence para ser su vicepresidente. Aquí lo que debes saber de él:
https://t.co/aTbevohA7w",,False,Fri Jul 15 16:06:14 +0000 2016,660,753984024960339969
9737,Media Studio,"""We don't miss voting in my family."" A story from the 1992 presidential campaign that President @BillClinton will n… https://t.co/ahS6KYdxTT",,False,Mon Oct 31 01:04:31 +0000 2016,3922,792894989495857152
466,TweetDeck,"As an organizer in Iowa, I spend my days talking to folks in my community about Hillary and her vision for America. https://t.co/9aUQXzHAhk",,False,Sat Oct 24 13:01:07 +0000 2015,158,657904655511351296
1322,Twitter Web Client,"""I cannot imagine anyone being more of an outsider than the first woman president.""
https://t.co/ybAEte5WkO",,False,Sun Sep 20 16:48:37 +0000 2015,721,645640717478432768
6521,TweetDeck,Not even a sit-in in Congress could convince Republican leadership to move forward on gun violence prevention. Americans deserve better.,,False,Sun Jun 26 21:20:20 +0000 2016,1984,747177700251545600
4908,TweetDeck,These terrorists seek to undermine the democratic values that are the foundation of our way of life. They will never succeed. -H,HillaryClinton,False,Tue Mar 22 14:09:56 +0000 2016,2464,712280152944865281
2531,TweetDeck,"We don't make America greater by insulting, demeaning, and demonizing our communities. We're better than that. #DemTownHall",,False,Tue Jan 26 03:48:33 +0000 2016,1299,691830057459912705
663,TweetDeck,Watch live now: Hillary just took the stage at the @OHDems 2016 Legacy dinner → https://t.co/01gwfOmlCK,,False,Mon Mar 14 00:18:46 +0000 2016,278,709171879429447680
2247,TweetDeck,"""The same people [Trump's] trying to get to vote for him now are people he’s been exploiting for years” —Hillary: https://t.co/dJYqAjRoC8",,False,Tue Jun 21 16:50:56 +0000 2016,1032,745297966412480512
7685,TweetDeck,"Young people say two things:
✓ College is too expensive
✓ Student debt is crushing them

We’re going to help them: https://t.co/WFCeDBZNxS",,False,Tue Sep 13 00:59:58 +0000 2016,2494,775499225413148672
4978,Twitter Web Client,"""He's built his empire on other people's backs."" —A small business owner who Donald Trump still owes $30,000
https://t.co/i51CBQqWCk",,False,Tue Jul 19 19:19:57 +0000 2016,3199,755482327266897920
386,TweetDeck,Midnight deadline! This mom could call a mom you love—but you have to sign up now to enter: http://t.co/JxLxPdR1Lp http://t.co/mVqNJvZe7L,,False,Thu May 07 23:00:36 +0000 2015,204,596449583829487616
7804,Twitter Web Client,"Donald Trump considers his shuttered casinos a success because HE made millions.

A man who thinks that way has no business being president.",HillaryClinton,False,Sun Jun 12 00:27:13 +0000 2016,2812,741788913476481024
3009,TweetDeck,"The first openly gay leader of a U.S. military branch—a milestone we can all be proud of. Congrats, @SECARMY.  https://t.co/nRwZUuRIKv",,False,Wed May 18 20:13:51 +0000 2016,1174,733027845136646148
1400,TweetDeck,The Force is strong with this one. https://t.co/X4GPj6B72A https://t.co/FOMFXZTNzx,,False,Mon Feb 01 15:34:50 +0000 2016,664,694182123373215745
1919,Twitter for iPhone,Stopped by @HudsonBooks at JFK before my flight to London.  We're taking the #HardChoices book tour across the pond! http://t.co/0xjk8DEmp5,,False,Wed Jul 02 11:19:11 +0000 2014,709,484295213209620480
5461,TweetDeck,"""How do you square the things I told you with the picture the Republicans painted of their opponent in Cleveland? You can’t."" —@BillClinton",,False,Wed Jul 27 02:47:57 +0000 2016,1637,758131784857088001
1408,Twitter Web Client,"""I am well aware that this is a political mountain to climb....I will, as your president, never relent on trying to work on this."" -Hillary",,False,Fri Oct 02 21:15:36 +0000 2015,506,650056562594172928
583756,Twitter for iPhone,I stand with the people gathered across the country tonight defending our values &amp; our Constitution. This is not who we are.,,False,Sun Jan 29 03:49:45 +0000 2017,173361,825551481927503872
1572,TweetDeck,"""Latinos have to help us shape the future of America because you are the future of America.” —Hillary at @LULAC",,False,Thu Jul 14 15:41:01 +0000 2016,593,753615291951771653
1545,TweetDeck,La evidencia muestra que Trump es un pésimo empresario ¿por qué debemos creer él sabrá manejar la economía del país? https://t.co/GCO9ICi1hj,,False,Fri Jul 01 21:20:26 +0000 2016,753,748989663646322688
2198,TweetDeck,"Follow @HFA to hear from the millions of volunteers, supporters, organizers, and donors who power this campaign. https://t.co/Sr6KBZLYqR",,False,Thu Feb 25 01:52:03 +0000 2016,883,702672371711242240
16770,TweetDeck,"Trump likes to say he only hires the ""best people,"" but he’s had to fire so many campaign managers it’s like an episode of the Apprentice.",,False,Thu Aug 25 19:31:25 +0000 2016,5885,768893565095280641
3367,Twitter Web Client,"A father to Hillary: “I need you to win for my daughters.”
https://t.co/jpbDyeG603",,False,Mon Feb 29 22:31:06 +0000 2016,1638,704433741293158401
1224,TweetDeck,Watch live as Hillary addresses the AME Church Conference in Philadelphia: https://t.co/WfMAW9ebe5,,False,Fri Jul 08 22:06:53 +0000 2016,449,751538070323888128
777,TweetDeck,It’s not the big banks that need relief from Washington—it’s small banks and small businesses. #GOPdebate,,False,Wed Nov 11 03:46:25 +0000 2015,356,664288041951866880
3601,TweetDeck,"""As president, I will make identifying and stopping lone wolves a top priority."" —Hillary on her counterterrorism strategy",,False,Mon Jun 13 17:21:12 +0000 2016,1105,742406479681064961
1750,Twitter Web Client,"Hillary to every survivor of sexual assault: You have the right to be heard and believed. We're with you.
https://t.co/HPJ2gPPwMs",,False,Tue Sep 15 12:06:27 +0000 2015,1070,643757770861228032
3541,TweetDeck,"Donald Trump's foundation: paying off would-be opponents, stiffing actual charities. https://t.co/y0bY1efHwL",,False,Wed Sep 14 20:13:20 +0000 2016,2113,776151871127949312
8270,TweetDeck,Let's mark the start of Hispanic Heritage Month by celebrating our country's rich diversity and standing up to bigotry and intolerance. -H,,False,Thu Sep 15 15:26:40 +0000 2016,3176,776442117048700928
1177,Twitter for iPhone,"What happens to kids in families cut from unemployment insurance &amp; food stamps? They’re #2SmallToFail, &amp; deserve an equal chance to succeed.",,False,Tue Dec 17 17:53:25 +0000 2013,1892,413004018429198336
3189,TweetDeck,We had our best analysts create a calculator to see how much you'd pay in taxes if you paid the same as Trump: https://t.co/BskIktnp3Y,,False,Tue Oct 04 02:58:45 +0000 2016,1302,783139267048529920
545,TweetDeck,What Every 20-Something Should Know About Hillary Clinton: http://t.co/72dCwQdDM6 via @Refinery29,,False,Sun Sep 20 01:25:06 +0000 2015,359,645408307205697536
484,Twitter Web Client,"""When all Americans have the chance to study hard, work hard, and share in our country’s prosperity—that’s fair growth.""",,False,Mon Jul 13 14:37:43 +0000 2015,285,620603014777278465
1180,Twitter Web Client,"More and more, paying for college is pushing people’s dreams further out of reach–and that’s just wrong.",,False,Sat Aug 15 18:29:14 +0000 2015,746,632620078358491136
414,TweetDeck,"To strengthen American families, we need to prevent systemic drug abuse and support those seeking treatment. http://t.co/sCKeQ1UOR1",,False,Fri Aug 14 15:11:03 +0000 2015,270,632207814564446208
1098,TweetDeck,"""I’m running for President to build an America for tomorrow, not yesterday—where if you do your part, you will reap the rewards.""—Hillary",,False,Mon Jul 13 14:50:35 +0000 2015,567,620606250166792193
6953,TweetDeck,"There is something wrong with our country. There is too much violence...too much senseless killing, too many people dead who shouldn’t be.",,False,Fri Jul 08 22:13:56 +0000 2016,2886,751539842564100096
8121,TweetDeck,Text CONGRATS to 47246 to tell Hillary you'll be by her side for the next part of this campaign. https://t.co/FHoAPFiji8,,False,Tue Feb 02 17:39:44 +0000 2016,2855,694575943931797505
396,Twitter Web Client,What was your favorite part of Hillary's official launch speech? Annotate it using @Genius: http://t.co/Gzf423irGB http://t.co/FRlsFGeiN8,,False,Sun Jun 14 18:35:01 +0000 2015,212,610153483870842880
1479,TweetDeck,Yep. Beyoncé. Get the best #Hillary2016 moments delivered to your inbox—sign up for The Feed: http://t.co/VOv5boBkoo http://t.co/xA7aN8h88x,,False,Tue May 19 23:47:54 +0000 2015,868,600810141743714304
4042,TweetDeck,"As @FLOTUS said, this election is about what kind of country we want to be and what we want to leave behind for future generations.",HillaryClinton,False,Sun Sep 18 01:19:56 +0000 2016,1420,777316191798980631
278,Twitter Web Client,"Bill wrote a wonderful letter about BHCCF work. So proud of what's been accomplished, I know the best is yet to come. http://t.co/wDsX86zd4n",,False,Fri Aug 16 20:55:26 +0000 2013,362,368476115687337984
1416,TweetDeck,"Today in 1981, Sandra Day O’Connor became the first woman appointed to the Supreme Court. http://t.co/TjH56UEYx6",,False,Fri Sep 25 18:56:49 +0000 2015,958,647484922760953856
4824,TweetDeck,"Donald Trump didn’t come out of nowhere—what Republicans have sown with their extremist tactics, they're now reaping with Trump's candidacy.",,False,Mon Mar 28 21:28:54 +0000 2016,2579,714564948513460225
774,TweetDeck,"“Drug abuse, alcohol abuse and suicide are all on the rise across Appalachia.” —Hillary

Her plan to address it: https://t.co/BE0OUgpvpV",,False,Tue May 03 19:26:00 +0000 2016,447,727579981623271424
1044,Twitter Web Client,"Hillary championed LGBT equality around the world: “The strongest defense ever in terms of gay rights.”
https://t.co/R03iFA5MrB",,False,Wed Oct 21 20:41:13 +0000 2015,578,656933279635865600
1983,TweetDeck,America grows when American workers’ paychecks grow.,,False,Thu Mar 10 15:19:46 +0000 2016,814,707949070913040385
569,Twitter for iPhone,http://t.co/PgJKbM0OEE,,False,Sun Oct 18 14:41:26 +0000 2015,310,655755573846257664
4479,TweetDeck,"Hillary’s college plan will help students preparing for college, those already in school, and those paying off debt. https://t.co/c0g8A5NYH7",,False,Wed Sep 28 20:08:17 +0000 2016,1899,781224026568003584
3372,TweetDeck,".@VP is a good friend and a great man. Today and always, inspired by his optimism and commitment to change the world for the better. -H",,False,Wed Oct 21 17:20:57 +0000 2015,1982,656882880044371968
4122,Twitter Web Client,"""Everything I say, I'm going to do, folks."" —@realDonaldTrump
https://t.co/NFyovQpH8v",,False,Thu Apr 28 12:57:30 +0000 2016,3095,725670275887431680
9584,TweetDeck,"When the president gives the order to launch a nuclear weapon, that’s it. The officer has to launch. It can take as little as four minutes.",,False,Thu Oct 20 01:35:33 +0000 2016,3766,788916533573591040
6795,TweetDeck,FBI Director Comey owes the American people an explanation. Five things you need to know: https://t.co/PrStSB1207,,False,Sun Oct 30 17:03:58 +0000 2016,3564,792774053551607808
13320,Media Studio,One candidate made it clear he wasn’t prepared for last night’s debate. The other made it clear she’s prepared to b… https://t.co/InYZBmnbBM,,False,Tue Sep 27 18:05:27 +0000 2016,4334,780830729760485378
2273,TweetDeck,"""Sen. Sanders &amp; I share big, progressive goals for our country—but I believe I’ve laid out stronger plans for how to achieve them."" —Hillary",,False,Sat Feb 06 02:54:20 +0000 2016,857,695802677696073728
1680,TweetDeck,It makes no sense that bipartisan legislation supporting universal background checks failed despite overwhelming support from the public.,HillaryClinton,False,Thu Aug 27 22:19:51 +0000 2015,888,637026769711853568
7153,TweetDeck,"Thank you, @_VicenteFdez. You're right—""su voz es su voto."" So grateful to have your support. #JuntosSePuede https://t.co/j9v2K84AV1",,False,Wed Sep 28 02:36:13 +0000 2016,3228,780959266052173830
